event_time,cmgr,date,close_price
2024-04-20 08:29:04.220,-5.0270815,8/26/2021,107.269997
2024-04-20 08:29:04.220,-5.0270815,8/27/2021,111.400002
2024-04-20 08:29:04.220,-5.0270815,8/30/2021,111.32
2024-04-20 08:29:04.220,-5.0270815,8/31/2021,110.720001
2024-04-20 08:29:04.220,-5.0270815,9/1/2021,109.989998
2024-04-20 08:29:04.220,-5.0270815,9/2/2021,109.199997
2024-04-20 08:29:04.220,-5.0270815,9/3/2021,109.919998
2024-04-20 08:29:04.220,-5.0270815,9/7/2021,109.150002
2024-04-20 08:29:04.220,-5.0270815,9/8/2021,106.169998
2024-04-20 08:29:04.220,-5.0270815,9/9/2021,106.150002
2024-04-20 08:29:04.220,-5.0270815,9/10/2021,105.199997
2024-04-20 08:29:04.220,-5.0270815,9/13/2021,104.800003
2024-04-20 08:29:04.220,-5.0270815,9/14/2021,105.730003
2024-04-20 08:29:04.220,-5.0270815,9/15/2021,105.599998
2024-04-20 08:29:04.220,-5.0270815,9/16/2021,106.220001
2024-04-20 08:29:04.220,-5.0270815,9/17/2021,103.879997
2024-04-20 08:29:04.220,-5.0270815,9/20/2021,101.550003
2024-04-20 08:29:04.220,-5.0270815,9/21/2021,102.82
2024-04-20 08:29:04.220,-5.0270815,9/22/2021,104.379997
2024-04-20 08:29:04.220,-5.0270815,9/23/2021,106.150002
2024-04-20 08:29:04.220,-5.0270815,9/24/2021,105.800003
2024-04-20 08:29:04.220,-5.0270815,9/27/2021,108.160004
2024-04-20 08:29:04.220,-5.0270815,9/28/2021,101.519997
2024-04-20 08:29:04.220,-5.0270815,9/29/2021,100.349998
2024-04-20 08:29:04.220,-5.0270815,9/30/2021,102.900002
2024-04-20 08:29:04.220,-5.0270815,10/1/2021,102.449997
2024-04-20 08:29:04.220,-5.0270815,10/4/2021,100.339996
2024-04-20 08:29:04.220,-5.0270815,10/5/2021,101.809998
2024-04-20 08:29:04.220,-5.0270815,10/6/2021,103.639999
2024-04-20 08:29:04.220,-5.0270815,10/7/2021,106.449997
2024-04-20 08:29:04.220,-5.0270815,10/8/2021,105.059998
2024-04-20 08:29:04.220,-5.0270815,10/11/2021,104.68
2024-04-20 08:29:04.220,-5.0270815,10/12/2021,105.040001
2024-04-20 08:29:04.220,-5.0270815,10/13/2021,109.160004
2024-04-20 08:29:04.220,-5.0270815,10/14/2021,111.989998
2024-04-20 08:29:04.220,-5.0270815,10/15/2021,112.120003
2024-04-20 08:29:04.220,-5.0270815,10/18/2021,116.43
2024-04-20 08:29:04.220,-5.0270815,10/19/2021,116.330002
2024-04-20 08:29:04.220,-5.0270815,10/20/2021,116.389999
2024-04-20 08:29:04.220,-5.0270815,10/21/2021,119.330002
2024-04-20 08:29:04.220,-5.0270815,10/22/2021,119.82
2024-04-20 08:29:04.220,-5.0270815,10/25/2021,122.360001
2024-04-20 08:29:04.220,-5.0270815,10/26/2021,122.93
2024-04-20 08:29:04.220,-5.0270815,10/27/2021,122.279999
2024-04-20 08:29:04.220,-5.0270815,10/28/2021,121.160004
2024-04-20 08:29:04.220,-5.0270815,10/29/2021,120.230003
2024-04-20 08:29:04.220,-5.0270815,11/1/2021,125.230003
2024-04-20 08:29:04.220,-5.0270815,11/2/2021,127.629997
2024-04-20 08:29:04.220,-5.0270815,11/3/2021,130.529999
2024-04-20 08:29:04.220,-5.0270815,11/4/2021,137.5
2024-04-20 08:29:04.220,-5.0270815,11/5/2021,136.339996
2024-04-20 08:29:04.220,-5.0270815,11/8/2021,150.160004
2024-04-20 08:29:04.220,-5.0270815,11/9/2021,148.919998
2024-04-20 08:29:04.220,-5.0270815,11/10/2021,139.869995
2024-04-20 08:29:04.220,-5.0270815,11/11/2021,146.009995
2024-04-20 08:29:04.220,-5.0270815,11/12/2021,147.889999
2024-04-20 08:29:04.220,-5.0270815,11/15/2021,146.490005
2024-04-20 08:29:04.220,-5.0270815,11/16/2021,152.449997
2024-04-20 08:29:04.220,-5.0270815,11/17/2021,151.339996
2024-04-20 08:29:04.220,-5.0270815,11/18/2021,155.020004
2024-04-20 08:29:04.220,-5.0270815,11/19/2021,155.410004
2024-04-20 08:29:04.220,-5.0270815,11/22/2021,152.520004
2024-04-20 08:29:04.220,-5.0270815,11/23/2021,149.919998
2024-04-20 08:29:04.220,-5.0270815,11/24/2021,157.800003
2024-04-20 08:29:04.220,-5.0270815,11/26/2021,154.809998
2024-04-20 08:29:04.220,-5.0270815,11/29/2021,161.910004
2024-04-20 08:29:04.220,-5.0270815,11/30/2021,158.369995
2024-04-20 08:29:04.220,-5.0270815,12/1/2021,149.110001
2024-04-20 08:29:04.220,-5.0270815,12/2/2021,150.679993
2024-04-20 08:29:04.220,-5.0270815,12/3/2021,144.009995
2024-04-20 08:29:04.220,-5.0270815,12/6/2021,139.059998
2024-04-20 08:29:04.220,-5.0270815,12/7/2021,144.850006
2024-04-20 08:29:04.220,-5.0270815,12/8/2021,145.240005
2024-04-20 08:29:04.220,-5.0270815,12/9/2021,138.100006
2024-04-20 08:29:04.220,-5.0270815,12/10/2021,138.550003
2024-04-20 08:29:04.220,-5.0270815,12/13/2021,133.800003
2024-04-20 08:29:04.220,-5.0270815,12/14/2021,135.600006
2024-04-20 08:29:04.220,-5.0270815,12/15/2021,146.5
2024-04-20 08:29:04.220,-5.0270815,12/16/2021,138.639999
2024-04-20 08:29:04.220,-5.0270815,12/17/2021,137.75
2024-04-20 08:29:04.220,-5.0270815,12/20/2021,135.800003
2024-04-20 08:29:04.220,-5.0270815,12/21/2021,144.25
2024-04-20 08:29:04.220,-5.0270815,12/22/2021,143.880005
2024-04-20 08:29:04.220,-5.0270815,12/23/2021,146.139999
2024-04-20 08:29:04.220,-5.0270815,12/27/2021,154.360001
2024-04-20 08:29:04.220,-5.0270815,12/28/2021,153.149994
2024-04-20 08:29:04.220,-5.0270815,12/29/2021,148.259995
2024-04-20 08:29:04.220,-5.0270815,12/30/2021,145.149994
2024-04-20 08:29:04.220,-5.0270815,12/31/2021,143.899994
2024-04-20 08:29:04.220,-5.0270815,1/3/2022,150.240005
2024-04-20 08:29:04.220,-5.0270815,1/4/2022,144.419998
2024-04-20 08:29:04.220,-5.0270815,1/5/2022,136.149994
2024-04-20 08:29:04.220,-5.0270815,1/6/2022,136.229996
2024-04-20 08:29:04.220,-5.0270815,1/7/2022,132.0
2024-04-20 08:29:04.220,-5.0270815,1/10/2022,132.0
2024-04-20 08:29:04.220,-5.0270815,1/11/2022,137.309998
2024-04-20 08:29:04.220,-5.0270815,1/12/2022,137.470001
2024-04-20 08:29:04.220,-5.0270815,1/13/2022,132.740005
2024-04-20 08:29:04.220,-5.0270815,1/14/2022,136.880005
2024-04-20 08:29:04.220,-5.0270815,1/18/2022,131.929993
2024-04-20 08:29:04.220,-5.0270815,1/19/2022,128.270004
2024-04-20 08:29:04.220,-5.0270815,1/20/2022,121.889999
2024-04-20 08:29:04.220,-5.0270815,1/21/2022,118.809998
2024-04-20 08:29:04.220,-5.0270815,1/24/2022,116.529999
2024-04-20 08:29:04.220,-5.0270815,1/25/2022,111.129997
2024-04-20 08:29:04.220,-5.0270815,1/26/2022,110.709999
2024-04-20 08:29:04.220,-5.0270815,1/27/2022,102.599998
2024-04-20 08:29:04.220,-5.0270815,1/28/2022,105.239998
2024-04-20 08:29:04.220,-5.0270815,1/31/2022,114.25
2024-04-20 08:29:04.220,-5.0270815,2/1/2022,116.779999
2024-04-20 08:29:04.220,-5.0270815,2/2/2022,122.760002
2024-04-20 08:29:04.220,-5.0270815,2/3/2022,120.080002
2024-04-20 08:29:04.220,-5.0270815,2/4/2022,123.599998
2024-04-20 08:29:04.220,-5.0270815,2/7/2022,123.669998
2024-04-20 08:29:04.220,-5.0270815,2/8/2022,128.229996
2024-04-20 08:29:04.220,-5.0270815,2/9/2022,132.850006
2024-04-20 08:29:04.220,-5.0270815,2/10/2022,125.769997
2024-04-20 08:29:04.220,-5.0270815,2/11/2022,113.18
2024-04-20 08:29:04.220,-5.0270815,2/14/2022,114.269997
2024-04-20 08:29:04.220,-5.0270815,2/15/2022,121.470001
2024-04-20 08:29:04.220,-5.0270815,2/16/2022,117.690002
2024-04-20 08:29:04.220,-5.0270815,2/17/2022,112.370003
2024-04-20 08:29:04.220,-5.0270815,2/18/2022,113.830002
2024-04-20 08:29:04.220,-5.0270815,2/22/2022,115.650002
2024-04-20 08:29:04.220,-5.0270815,2/23/2022,109.760002
2024-04-20 08:29:04.220,-5.0270815,2/24/2022,116.610001
2024-04-20 08:29:04.220,-5.0270815,2/25/2022,121.059998
2024-04-20 08:29:04.220,-5.0270815,2/28/2022,123.339996
2024-04-20 08:29:04.220,-5.0270815,3/1/2022,113.830002
2024-04-20 08:29:04.220,-5.0270815,3/2/2022,118.279999
2024-04-20 08:29:04.220,-5.0270815,3/3/2022,111.980003
2024-04-20 08:29:04.220,-5.0270815,3/4/2022,108.410004
2024-04-20 08:29:04.220,-5.0270815,3/7/2022,102.949997
2024-04-20 08:29:04.220,-5.0270815,3/8/2022,105.529999
2024-04-20 08:29:04.220,-5.0270815,3/9/2022,111.050003
2024-04-20 08:29:04.220,-5.0270815,3/10/2022,106.459999
2024-04-20 08:29:04.220,-5.0270815,3/11/2022,104.290001
2024-04-20 08:29:04.220,-5.0270815,3/14/2022,102.25
2024-04-20 08:29:04.220,-5.0270815,3/15/2022,109.330002
2024-04-20 08:29:04.220,-5.0270815,3/16/2022,115.370003
2024-04-20 08:29:04.220,-5.0270815,3/17/2022,111.690002
2024-04-20 08:29:04.220,-5.0270815,3/18/2022,113.459999
2024-04-20 08:29:04.220,-5.0270815,3/21/2022,115.919998
2024-04-20 08:29:04.220,-5.0270815,3/22/2022,114.779999
2024-04-20 08:29:04.220,-5.0270815,3/23/2022,113.919998
2024-04-20 08:29:04.220,-5.0270815,3/24/2022,120.529999
2024-04-20 08:29:04.220,-5.0270815,3/25/2022,119.669998
2024-04-20 08:29:04.220,-5.0270815,3/28/2022,120.239998
2024-04-20 08:29:04.220,-5.0270815,3/29/2022,123.230003
2024-04-20 08:29:04.220,-5.0270815,3/30/2022,119.220001
2024-04-20 08:29:04.220,-5.0270815,3/31/2022,109.339996
2024-04-20 08:29:04.220,-5.0270815,4/1/2022,108.190002
2024-04-20 08:29:04.220,-5.0270815,4/4/2022,110.529999
2024-04-20 08:29:04.220,-5.0270815,4/5/2022,106.82
2024-04-20 08:29:04.220,-5.0270815,4/6/2022,103.669998
2024-04-20 08:29:04.220,-5.0270815,4/7/2022,103.720001
2024-04-20 08:29:04.220,-5.0270815,4/8/2022,101.0
2024-04-20 08:29:04.220,-5.0270815,4/11/2022,97.370003
2024-04-20 08:29:04.220,-5.0270815,4/12/2022,95.099998
2024-04-20 08:29:04.220,-5.0270815,4/13/2022,97.739998
2024-04-20 08:29:04.220,-5.0270815,4/14/2022,93.059998
2024-04-20 08:29:04.220,-5.0270815,4/18/2022,93.889999
2024-04-20 08:29:04.220,-5.0270815,4/19/2022,96.93
2024-04-20 08:29:04.220,-5.0270815,4/20/2022,94.019997
2024-04-20 08:29:04.220,-5.0270815,4/21/2022,89.849998
2024-04-20 08:29:04.220,-5.0270815,4/22/2022,88.139999
2024-04-20 08:29:04.220,-5.0270815,4/25/2022,90.690002
2024-04-20 08:29:04.220,-5.0270815,4/26/2022,85.160004
2024-04-20 08:29:04.220,-5.0270815,4/27/2022,84.910004
2024-04-20 08:29:04.220,-5.0270815,4/28/2022,89.639999
2024-04-20 08:29:04.220,-5.0270815,4/29/2022,85.519997
2024-04-20 08:29:04.220,-5.0270815,5/2/2022,89.839996
2024-04-20 08:29:04.220,-5.0270815,5/3/2022,91.129997
2024-04-20 08:29:04.220,-5.0270815,5/4/2022,99.419998
2024-04-20 08:29:04.220,-5.0270815,5/5/2022,93.870003
2024-04-20 08:29:04.220,-5.0270815,5/6/2022,95.339996
2024-04-20 08:29:04.220,-5.0270815,5/9/2022,86.360001
2024-04-20 08:29:04.220,-5.0270815,5/10/2022,88.730003
2024-04-20 08:29:04.220,-5.0270815,5/11/2022,87.919998
2024-04-20 08:29:04.220,-5.0270815,5/12/2022,87.059998
2024-04-20 08:29:04.220,-5.0270815,5/13/2022,95.120003
2024-04-20 08:29:04.220,-5.0270815,5/16/2022,94.239998
2024-04-20 08:29:04.220,-5.0270815,5/17/2022,102.470001
2024-04-20 08:29:04.220,-5.0270815,5/18/2022,96.279999
2024-04-20 08:29:04.220,-5.0270815,5/19/2022,96.669998
2024-04-20 08:29:04.220,-5.0270815,5/20/2022,93.5
2024-04-20 08:29:04.220,-5.0270815,5/23/2022,95.07
2024-04-20 08:29:04.220,-5.0270815,5/24/2022,91.160004
2024-04-20 08:29:04.220,-5.0270815,5/25/2022,92.650002
2024-04-20 08:29:04.220,-5.0270815,5/26/2022,98.75
2024-04-20 08:29:04.220,-5.0270815,5/27/2022,102.260002
2024-04-20 08:29:04.220,-5.0270815,5/31/2022,101.860001
2024-04-20 08:29:04.220,-5.0270815,6/1/2022,101.220001
2024-04-20 08:29:04.220,-5.0270815,6/2/2022,108.589996
2024-04-20 08:29:04.220,-5.0270815,6/3/2022,106.300003
2024-04-20 08:29:04.220,-5.0270815,6/6/2022,105.650002
2024-04-20 08:29:04.220,-5.0270815,6/7/2022,105.279999
2024-04-20 08:29:04.220,-5.0270815,6/8/2022,101.900002
2024-04-20 08:29:04.220,-5.0270815,6/9/2022,98.800003
2024-04-20 08:29:04.220,-5.0270815,6/10/2022,94.82
2024-04-20 08:29:04.220,-5.0270815,6/13/2022,86.989998
2024-04-20 08:29:04.220,-5.0270815,6/14/2022,86.989998
2024-04-20 08:29:04.220,-5.0270815,6/15/2022,89.300003
2024-04-20 08:29:04.220,-5.0270815,6/16/2022,82.050003
2024-04-20 08:29:04.220,-5.0270815,6/17/2022,81.57
2024-04-20 08:29:04.220,-5.0270815,6/21/2022,83.790001
2024-04-20 08:29:04.220,-5.0270815,6/22/2022,83.75
2024-04-20 08:29:04.220,-5.0270815,6/23/2022,82.43
2024-04-20 08:29:04.220,-5.0270815,6/24/2022,87.080002
2024-04-20 08:29:04.220,-5.0270815,6/27/2022,86.160004
2024-04-20 08:29:04.220,-5.0270815,6/28/2022,80.779999
2024-04-20 08:29:04.220,-5.0270815,6/29/2022,77.989998
2024-04-20 08:29:04.220,-5.0270815,6/30/2022,76.470001
2024-04-20 08:29:04.220,-5.0270815,7/1/2022,73.669998
2024-04-20 08:29:04.220,-5.0270815,7/5/2022,75.199997
2024-04-20 08:29:04.220,-5.0270815,7/6/2022,75.349998
2024-04-20 08:29:04.220,-5.0270815,7/7/2022,79.300003
2024-04-20 08:29:04.220,-5.0270815,7/8/2022,79.349998
2024-04-20 08:29:04.220,-5.0270815,7/11/2022,76.949997
2024-04-20 08:29:04.220,-5.0270815,7/12/2022,76.360001
2024-04-20 08:29:04.220,-5.0270815,7/13/2022,77.519997
2024-04-20 08:29:04.220,-5.0270815,7/14/2022,78.599998
2024-04-20 08:29:04.220,-5.0270815,7/15/2022,81.110001
2024-04-20 08:29:04.220,-5.0270815,7/18/2022,81.43
2024-04-20 08:29:04.220,-5.0270815,7/19/2022,85.879997
2024-04-20 08:29:04.220,-5.0270815,7/20/2022,89.43
2024-04-20 08:29:04.220,-5.0270815,7/21/2022,91.089996
2024-04-20 08:29:04.220,-5.0270815,7/22/2022,88.099998
2024-04-20 08:29:04.220,-5.0270815,7/25/2022,87.540001
2024-04-20 08:29:04.220,-5.0270815,7/26/2022,85.25
2024-04-20 08:29:04.220,-5.0270815,7/27/2022,89.82
2024-04-20 08:29:04.220,-5.0270815,7/28/2022,91.669998
2024-04-20 08:29:04.220,-5.0270815,7/29/2022,94.470001
2024-04-20 08:29:04.220,-5.0270815,8/1/2022,96.779999
2024-04-20 08:29:04.220,-5.0270815,8/2/2022,99.290001
2024-04-20 08:29:04.220,-5.0270815,8/3/2022,98.089996
2024-04-20 08:29:04.220,-5.0270815,8/4/2022,103.910004
2024-04-20 08:29:04.220,-5.0270815,8/5/2022,102.309998
2024-04-20 08:29:04.220,-5.0270815,8/8/2022,100.07
2024-04-20 08:29:04.220,-5.0270815,8/9/2022,95.540001
2024-04-20 08:29:04.220,-5.0270815,8/10/2022,99.050003
2024-04-20 08:29:04.220,-5.0270815,8/11/2022,98.120003
2024-04-20 08:29:04.220,-5.0270815,8/12/2022,100.830002
2024-04-20 08:29:04.220,-5.0270815,8/15/2022,101.010002
2024-04-20 08:29:04.220,-5.0270815,8/16/2022,100.199997
2024-04-20 08:29:04.220,-5.0270815,8/17/2022,98.269997
2024-04-20 08:29:04.220,-5.0270815,8/18/2022,100.440002
2024-04-20 08:29:04.220,-5.0270815,8/19/2022,95.949997
2024-04-20 08:29:04.220,-5.0270815,8/22/2022,92.839996
